1403636579.763556 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1403636579.813555 0.000169893 0.014744572 0.006196051 0.001377642 0.002731245 -0.000626025 0.999995112
1403636579.863556 0.000907821 0.034660373 0.014582294 -0.000610070 0.004867070 -0.002434819 0.999984980
1403636579.913555 0.000870239 0.056408305 0.021087548 -0.005712771 0.005740064 -0.002933011 0.999962866
1403636579.963556 0.000108404 0.080484055 0.028003491 -0.011965630 0.005773022 -0.002876934 0.999907613
1403636580.013556 -0.000832715 0.105454035 0.034815371 -0.017022265 0.005687179 -0.001237465 0.999838173
1403636580.063555 -0.001628193 0.131797299 0.042026337 -0.020566281 0.005966057 -0.000517102 0.999770522
1403636580.113555 -0.002152727 0.156449229 0.048908256 -0.023024917 0.005615750 0.001777969 0.999717534
1403636580.163556 -0.003152386 0.181426689 0.055326387 -0.024763647 0.005386957 0.002840179 0.999674797
1403636580.213556 -0.003372429 0.204486057 0.061624330 -0.026988819 0.004838834 0.003133820 0.999619126
1403636580.263556 -0.003872383 0.225117147 0.066683657 -0.029748065 0.004645692 0.002033683 0.999544561
1403636580.313555 -0.004545692 0.245059535 0.070887662 -0.033654150 0.004838114 -0.000305347 0.999421775
1403636580.363556 -0.005304131 0.262952715 0.073688529 -0.039304335 0.003674517 -0.000664203 0.999220312
1403636580.413555 -0.006269962 0.279120535 0.075543232 -0.046988502 0.004035499 -0.002357612 0.998884499
1403636580.463556 -0.007273030 0.291639507 0.076704450 -0.055593725 0.003552283 -0.002950192 0.998442769
1403636580.513556 -0.007798782 0.298776180 0.077614635 -0.063974984 0.003148865 -0.002525533 0.997943342
1403636580.563555 -0.008833068 0.297488272 0.076017454 -0.070653304 0.002259317 -0.001911722 0.997496545
1403636580.613555 -0.009156201 0.287435412 0.072574712 -0.073136389 0.000369320 -0.000486815 0.997321784
1403636580.663556 -0.010609588 0.268238425 0.067240663 -0.072245844 0.000556350 -0.001389404 0.997385740
1403636580.713556 -0.011281609 0.243153676 0.061367720 -0.068325654 0.001777026 -0.002771287 0.997657657
1403636580.763556 -0.011974405 0.213098943 0.054774418 -0.062816299 0.004236727 -0.006244465 0.997996569
1403636580.813555 -0.012095098 0.178076982 0.048700325 -0.056463722 0.007804004 -0.009990851 0.998324156
1403636580.863556 -0.012270526 0.139671743 0.040716853 -0.048954841 0.012570426 -0.012791748 0.998639941
1403636580.913555 -0.012433822 0.100784615 0.033192791 -0.041447144 0.017775198 -0.016604671 0.998844564
1403636580.963556 -0.013859868 0.062131252 0.024710409 -0.033984292 0.020002352 -0.018592894 0.999049187
1403636581.013556 -0.015437566 0.027195016 0.017014610 -0.026669521 0.020154985 -0.019895941 0.999243021
1403636581.063555 -0.017063284 -0.007772654 0.008789586 -0.020186733 0.019300122 -0.019284945 0.999423862
1403636581.113555 -0.017770935 -0.039225020 0.001608068 -0.013588700 0.019719910 -0.017981028 0.999551475
1403636581.163556 -0.018879646 -0.071874574 -0.012164684 -0.006056260 0.020537341 -0.015415916 0.999651849
1403636581.213556 -0.019326219 -0.098893046 -0.020050630 0.001804825 0.021041578 -0.013354667 0.999687791
1403636581.263556 -0.018453093 -0.120649986 -0.025215259 0.010745656 0.021059528 -0.011031788 0.999659598
1403636581.313555 -0.018198509 -0.136052802 -0.031763487 0.018235875 0.020830499 -0.011849223 0.999546468
1403636581.363556 -0.016920315 -0.143630415 -0.035117779 0.023615470 0.021277416 -0.011756295 0.999425530
1403636581.413555 -0.015998615 -0.143898413 -0.036090594 0.024727123 0.023403984 -0.014154447 0.999319971
1403636581.463556 -0.014268470 -0.134698793 -0.034629356 0.022339733 0.024618005 -0.017007886 0.999302566
1403636581.513556 -0.012518180 -0.118204609 -0.030941000 0.016983222 0.025880089 -0.020143740 0.999317765
1403636581.563555 -0.011890201 -0.095668718 -0.025120584 0.010861139 0.026693424 -0.018874358 0.999406457
1403636581.613555 -0.009681439 -0.067213617 -0.015985267 0.004531411 0.025599808 -0.017472904 0.999509275
1403636581.663556 -0.007953404 -0.037774131 -0.008195651 -0.000530505 0.024960618 -0.015224407 0.999572337
1403636581.713556 -0.005398911 -0.002623922 0.008627692 -0.003686276 0.024223717 -0.016793273 0.999558687
1403636581.763556 -0.002897899 0.029801371 0.017664440 -0.005293205 0.022833159 -0.015150834 0.999610484
1403636581.813555 -0.001167111 0.062364589 0.025149662 -0.006735795 0.019788947 -0.014922963 0.999670148
1403636581.863556 0.000009276 0.095102318 0.032294985 -0.009126408 0.018773919 -0.014458048 0.999677539
1403636581.913555 0.000497176 0.128322780 0.040232174 -0.013800372 0.017038791 -0.012231563 0.999684751
1403636581.963556 0.001219704 0.160141066 0.047869854 -0.020511547 0.019152379 -0.011032668 0.999545276
1403636582.013556 0.001037419 0.188795045 0.053158205 -0.028483281 0.020417867 -0.009365616 0.999341786
1403636582.063555 0.000889002 0.214648068 0.059468303 -0.037243225 0.022163397 -0.009714901 0.999013186
1403636582.113555 0.000281514 0.236359641 0.063839875 -0.045910306 0.021747796 -0.010392210 0.998654723
1403636582.163556 -0.000935554 0.251342654 0.066303775 -0.053263910 0.019814299 -0.009877556 0.998335004
1403636582.213556 -0.002222216 0.259279698 0.067583017 -0.059111349 0.017992804 -0.010080922 0.998038292
1403636582.263556 -0.003578930 0.259361804 0.066802882 -0.062452514 0.016770750 -0.009815996 0.997858763
1403636582.313555 -0.005292256 0.249403119 0.064683050 -0.063658483 0.015604027 -0.010409864 0.997795463
1403636582.363556 -0.007707757 0.231630176 0.060172640 -0.060988814 0.014779581 -0.009797108 0.997980952
1403636582.413555 -0.009837631 0.208037600 0.053684827 -0.054423828 0.014215658 -0.009406497 0.998372436
1403636582.463556 -0.011365737 0.180486724 0.047993746 -0.046733141 0.014291794 -0.009035246 0.998764277
1403636582.513556 -0.012782563 0.150078490 0.040454272 -0.040342033 0.015740409 -0.011263774 0.998998404
1403636582.563555 -0.013810012 0.117788211 0.033085369 -0.035336211 0.017520223 -0.011601989 0.999154568
1403636582.613555 -0.013859169 0.085926622 0.025842290 -0.032358594 0.021100223 -0.014207522 0.999152541
1403636582.663556 -0.014238071 0.053499267 0.017510016 -0.029930102 0.023764122 -0.014119149 0.999169707
1403636582.713556 -0.013526001 0.021651238 0.009698170 -0.027552806 0.024957977 -0.013415998 0.999218702
1403636582.763556 -0.012835151 -0.010377523 0.002654574 -0.024108058 0.027157135 -0.011541813 0.999273777
1403636582.813555 -0.011921058 -0.047906976 -0.013804678 -0.019796407 0.030717492 -0.009439682 0.999287426
1403636582.863556 -0.010125378 -0.079977065 -0.020282021 -0.013105050 0.035322368 -0.007199320 0.999264121
1403636582.913555 -0.007897244 -0.107414000 -0.026259618 -0.004741721 0.038368903 -0.004451977 0.999242485
1403636582.963556 -0.006489515 -0.134252131 -0.034132179 0.003622723 0.040178321 -0.004238448 0.999176979
1403636583.013556 -0.011655175 -0.153334931 -0.037278838 0.012313581 0.042590879 -0.004622249 0.999006033
1403636583.063555 -0.011189368 -0.165705696 -0.042283107 0.017625125 0.042584397 -0.006005882 0.998919368
1403636583.113555 -0.007540901 -0.172807053 -0.043753568 0.019864831 0.043284800 -0.006889704 0.998841524
1403636583.163556 -0.005573442 -0.169136092 -0.040886626 0.020078598 0.045196880 -0.009007917 0.998735666
1403636583.213556 -0.004902372 -0.159690753 -0.039148759 0.018664595 0.045736492 -0.011055447 0.998717964
1403636583.263556 -0.005175051 -0.139288172 -0.033861905 0.016878400 0.044837452 -0.011968981 0.998780012
1403636583.313555 -0.004667838 -0.117577814 -0.026827984 0.014941370 0.044023827 -0.012101635 0.998845458
1403636583.363556 -0.005588848 -0.093632832 -0.020110041 0.012395072 0.043489501 -0.012605526 0.998897433
1403636583.413555 -0.003170307 -0.063945681 -0.010216949 0.010227266 0.041144334 -0.011858506 0.999030471
1403636583.463556 -0.001130329 -0.032163087 -0.001139659 0.006839296 0.038813155 -0.013694753 0.999129236
1403636583.513556 0.007823279 0.000511919 0.005833401 0.003485204 0.036552675 -0.013541228 0.999233902
1403636583.563555 0.009997333 0.034366548 0.014804992 -0.000989357 0.036245566 -0.015439372 0.999223173
1403636583.613555 0.012657174 0.068790585 0.024555838 -0.006645577 0.038658790 -0.017139034 0.999083400
1403636583.663556 0.013419425 0.101513185 0.032573950 -0.015354300 0.035723526 -0.015420041 0.999124765
1403636583.713556 0.014045469 0.134334385 0.040678117 -0.025695443 0.033876877 -0.011225370 0.999032617
1403636583.763556 0.014056860 0.163529903 0.047471110 -0.037168335 0.031908739 -0.007362647 0.998772323
1403636583.813555 0.014437807 0.195365444 0.060868416 -0.046589021 0.030806184 -0.004810297 0.998427391
1403636583.863556 0.014798144 0.220080793 0.066062406 -0.054037064 0.030805016 -0.004500003 0.998053491
1403636583.913555 0.015717831 0.240986988 0.070389122 -0.059575211 0.031196758 -0.007174904 0.997710407
1403636583.963556 0.015672313 0.258288115 0.073581733 -0.062709533 0.029760357 -0.010604423 0.997531652
1403636584.013556 0.015037267 0.269711792 0.074531481 -0.063943952 0.026450997 -0.011770960 0.997533441
1403636584.063555 0.012512038 0.275462359 0.074254125 -0.064766735 0.023499507 -0.013263767 0.997535527
1403636584.113555 0.010953071 0.273397803 0.072909668 -0.063902326 0.020796673 -0.012163248 0.997665286
1403636584.163556 0.009542052 0.263750613 0.070402801 -0.064014845 0.018743230 -0.012711249 0.997691929
1403636584.213556 0.008305349 0.246721193 0.066893697 -0.063824527 0.018023467 -0.013404653 0.997708321
1403636584.263556 0.006810334 0.223893836 0.061784159 -0.062509097 0.018000893 -0.013903158 0.997785211
1403636584.313555 0.005937223 0.198615298 0.055528991 -0.060139652 0.017725293 -0.013897545 0.997935832
1403636584.363556 0.005153168 0.168406501 0.049738131 -0.058565095 0.018946933 -0.015725074 0.997979879
1403636584.413555 0.005361155 0.135799825 0.043925732 -0.056611795 0.022599870 -0.018926850 0.997960985
1403636584.463556 0.006446648 0.101588912 0.037879895 -0.053263418 0.025700929 -0.021388365 0.998020530
1403636584.513556 0.005879094 0.065023832 0.032121126 -0.048385087 0.027556378 -0.022317979 0.998199105
1403636584.563555 0.005491624 0.028399920 0.026328184 -0.041615687 0.029421888 -0.021864351 0.998461008
1403636584.613555 0.007313808 -0.004610849 0.018398758 -0.032258570 0.032161817 -0.021112774 0.998738825
1403636584.663556 0.006637633 -0.039714981 0.010892880 -0.021847948 0.036065098 -0.019950667 0.998911381
1403636584.713556 0.004982942 -0.075131983 0.003653707 -0.011130359 0.039345998 -0.019980865 0.998963833
1403636584.763556 0.003898774 -0.106079020 -0.005022800 -0.001199616 0.043234184 -0.019549908 0.998872936
1403636584.813555 0.003082715 -0.134021029 -0.012628725 0.007116422 0.045067515 -0.019397166 0.998770297
1403636584.863556 0.002112792 -0.157273948 -0.019951524 0.013872690 0.046041526 -0.017032672 0.998697937
1403636584.913555 0.001169777 -0.173425838 -0.026172651 0.018698465 0.045494903 -0.015438852 0.998670220
1403636584.963556 -0.004761054 -0.192322105 -0.033733234 0.020350469 0.046558131 -0.011780002 0.998638749
1403636585.013556 -0.004753484 -0.193445727 -0.033152234 0.020378694 0.048335813 -0.010606715 0.998566926
1403636585.063555 -0.001338276 -0.187112287 -0.025906080 0.019316854 0.049800485 -0.009995889 0.998522341
1403636585.113555 -0.001753244 -0.178765535 -0.023364944 0.016801430 0.050023861 -0.009620650 0.998560309
1403636585.163556 -0.001388230 -0.163725138 -0.018027792 0.013969818 0.052568410 -0.008897576 0.998479962
1403636585.213556 -0.003229585 -0.148352250 -0.015148347 0.010281341 0.055558708 -0.008867234 0.998363137
1403636585.263556 -0.000344300 -0.125576049 -0.006862314 0.006928952 0.058619548 -0.012073396 0.998183370
1403636585.313555 0.002765625 -0.100985691 0.001881544 0.003954703 0.060907785 -0.014950067 0.998023629
1403636585.363556 0.009846757 -0.067605481 0.012448044 0.001435357 0.062152259 -0.020110745 0.997863054
1403636585.413555 0.013933611 -0.041505054 0.022665134 -0.002200654 0.062466022 -0.022030512 0.997801483
1403636585.463556 0.016444504 -0.015335543 0.029815108 -0.006877778 0.059263319 -0.023902198 0.997932494
1403636585.513556 0.018318573 0.010783919 0.035451442 -0.012244475 0.056463387 -0.025271922 0.998009622
1403636585.563555 0.018892819 0.035255086 0.037307937 -0.018203296 0.050651699 -0.026353769 0.998202622
1403636585.613555 0.020130847 0.057156473 0.038045809 -0.024277564 0.043940201 -0.025535414 0.998412609
1403636585.663556 0.020121370 0.075511403 0.036672626 -0.031095395 0.037645016 -0.023588561 0.998528659
1403636585.713556 0.019792667 0.090328507 0.033348702 -0.038378868 0.031288251 -0.020588735 0.998561084
1403636585.763556 0.020047000 0.101069234 0.030513022 -0.046315789 0.027158393 -0.017488152 0.998404443
1403636585.813555 0.019346064 0.109117314 0.026180346 -0.054102048 0.022829706 -0.013269096 0.998186171
1403636585.863556 0.017080175 0.110360079 0.021914802 -0.063951567 0.018831022 -0.008519333 0.997738957
1403636585.913555 0.016516956 0.113029793 0.016994258 -0.073167309 0.016304046 -0.005162039 0.997173011
1403636585.963556 0.016445400 0.114002675 0.012178365 -0.083712690 0.016478192 -0.002717649 0.996349990
1403636586.013556 0.016188826 0.114159144 0.008766992 -0.095767587 0.019839786 -0.000448394 0.995205879
1403636586.063555 0.016161593 0.113620862 0.006253308 -0.108341277 0.026683945 -0.000016086 0.993755579
1403636586.113555 0.015001214 0.112445891 0.003068522 -0.119230576 0.033286672 0.001537049 0.992307246
1403636586.163556 0.013381466 0.111403190 0.000285663 -0.128281400 0.038352851 0.004120819 0.990987360
1403636586.213556 0.010670256 0.109544560 -0.003709713 -0.137181863 0.040907376 0.006220649 0.989681304
1403636586.263556 0.008120169 0.108957291 -0.008197224 -0.146551639 0.041810028 0.007685301 0.988289177
1403636586.313555 0.006672675 0.108022504 -0.013079124 -0.156702667 0.042688638 0.010488153 0.986667097
1403636586.363556 0.005456759 0.108372681 -0.017824747 -0.167024344 0.043863416 0.012423548 0.984898210
1403636586.413555 0.004877812 0.108764105 -0.023760492 -0.177024528 0.044365730 0.015480514 0.983084083
1403636586.463556 0.005492443 0.110041864 -0.029713128 -0.186509028 0.044250559 0.015911315 0.981327236
1403636586.513556 0.006609752 0.110336542 -0.035772603 -0.194986477 0.044057265 0.015360101 0.979695499
1403636586.563555 0.009261706 0.110276386 -0.040597621 -0.201554641 0.042366352 0.014867172 0.978447616
1403636586.613555 0.012273093 0.108460434 -0.044473451 -0.205451921 0.040881105 0.014940592 0.977698863
1403636586.663556 0.016595379 0.106285609 -0.046672344 -0.205927402 0.040891301 0.015525999 0.977589250
1403636586.713556 0.021435799 0.104124159 -0.047504347 -0.203548610 0.039788883 0.015432182 0.978134274
1403636586.763556 0.025313977 0.102314375 -0.047087848 -0.199746132 0.037778374 0.016333984 0.978982866
1403636586.813555 0.030249365 0.100523800 -0.046043720 -0.195469737 0.035709966 0.016686594 0.979917288
1403636586.863556 0.033447504 0.100059807 -0.044335905 -0.191709310 0.034887902 0.015521695 0.980708659
1403636586.913555 0.035562970 0.099841572 -0.042192090 -0.189016923 0.033062853 0.013447211 0.981324911
1403636586.963556 0.036675226 0.099609330 -0.040057044 -0.186640710 0.030831413 0.012313748 0.981867135
1403636587.013556 0.037686225 0.098765910 -0.037617862 -0.185685441 0.028300870 0.009565482 0.982155025
1403636587.063555 0.038786992 0.097646460 -0.035106864 -0.186638668 0.026770381 0.008554826 0.982026577
1403636587.113555 0.040117830 0.096915640 -0.032712631 -0.188848838 0.025738737 0.006559899 0.981646895
1403636587.163556 0.043044947 0.096123576 -0.030410640 -0.191272885 0.025010817 0.005074167 0.981205046
